title,date,sentence
UFC on ESPN: Sandhagen vs. Font,2023-08-05,He was replaced by promotional newcomer Mairon Santos.
UFC on ESPN: Santos vs. Hill,2022-08-06,"However, Tukhugov pulled out of the fight due to alleged visa issues which restricted his travel and was replaced by David Onama at UFC on ESPN: Vera vs."
UFC on ESPN: Santos vs. Teixeira,2020-11-07,A replacement could not be found and Allen was also removed.
UFC on ESPN: Santos vs. Teixeira,2020-11-07,"However, Shore was removed from the bout in late October due to undisclosed reasons and replaced by Raoni Barcelos."
UFC on ESPN: Santos vs. Teixeira,2020-11-07,He was replaced by returning veteran Anthony Birchak.
UFC on ESPN: Smith vs. Clark,2020-11-28,"However, Gamzatov was removed from the bout in mid-October due to alleged visa issues and replaced by former UFC Light Heavyweight Championship challenger Anthony Smith."
UFC on ESPN: Smith vs. Clark,2020-11-28,"However, Woodson withdrew a week before the event for unknown reasons and was replaced by Kai Kamaka III."
UFC on ESPN: Song vs. Simón,2023-04-29,Aldana 2 on May 20; Ange Loosa pulled out of his welterweight bout against Joshua Quinlan for undisclosed reasons and was replaced by current LFA Welterweight Champion Trey Waters; and a lightweight bout between Natan Levy and Pete Rodriguez was rescheduled for UFC on ABC: Rozenstruik vs.
UFC on ESPN: Song vs. Simón,2023-04-29,He was replaced by Marcus McGhee in a catchweight bout of 140 pounds.
UFC on ESPN: Strickland vs. Magomedov,2023-07-01,"In turn, Alhassan pulled out in late June and was replaced by promotional newcomer Nursulton Ruziboev."
UFC on ESPN: Strickland vs. Magomedov,2023-07-01,"However, Pichel pulled out in late-May due to injury and was replaced by Ismael Bonfim."
UFC on ESPN: Strickland vs. Magomedov,2023-07-01,"However, Chiasson pulled out two weeks after the fight announcement and was replaced by Karol Rosa in a featherweight bout."
UFC on ESPN: Strickland vs. Magomedov,2023-07-01,"However, Askhabov withdrew for unknown reasons and was replaced by Westin Wilson. "
UFC on ESPN: Taira vs. Park,2025-08-02,"However, one week before the event, Albazi withdrew due to injury and was replaced by Road to UFC Season 1 flyweight winner Park Hyun-sung, who was originally scheduled to compete a week later against former UFC Flyweight Championship challenger Steve Erceg."
UFC on ESPN: Taira vs. Park,2025-08-02,"However, Lima withdrew from the fight due to an undisclosed injury and was replaced by Rafael Estevam."
UFC on ESPN: Taira vs. Park,2025-08-02,"However, Finney withdrew from the fight due to an injury and was replaced by promotional newcomer Yousri Belgaroui."
UFC on ESPN: Taira vs. Park,2025-08-02,"However, Marshall had to withdraw due to an injury and was replaced by promotional newcomer John Yannis."
UFC on ESPN: Thompson vs. Holland,2022-12-03,"However, Brunson withdrew due to an undisclosed injury and was replaced by Roman Dolidze."
UFC on ESPN: Tybura vs. Spivac 2,2024-08-10,"During fight week, Basharat withdrew due to an injury and was replaced by promotional newcomer Quang Le, who was originally scheduled to fight on Dana White's Contender Series in September."
UFC on ESPN: Usman vs. Buckley,2025-06-14,"However, Bledá withdrew from the fight due to a staph infection and was replaced by former LFA Women's Strawweight Champion Vanessa Demopoulos."
UFC on ESPN: Usman vs. Buckley,2025-06-14,"However, Jourdain withdrew during fight week due to an eye injury and was replaced by Cameron Smotherman. "
UFC on ESPN: Vera vs. Cruz,2022-08-13,"However, Nunes withdrew due to injury and was replaced by Iasmin Lucindo."
UFC on ESPN: Vera vs. Cruz,2022-08-13,"However, Quiñonez was pulled from the fight due to alleged visa issues which restricted his travel and was replaced by Da'Mon Blackshear."
UFC on ESPN: Vera vs. Sandhagen,2023-03-25,"However, Caceres withdrew due to an undisclosed reason and was replaced by Austin Lingo."
UFC on ESPN: Vera vs. Sandhagen,2023-03-25,Blaydes a month later as a replacement against Iasmin Lucindo.
UFC on ESPN: Whittaker vs. Gastelum,2021-04-17,He was replaced by former interim title challenger and The Ultimate Fighter: Team Jones vs.
UFC on ESPN: Whittaker vs. Gastelum,2021-04-17,"However, Maness was removed from the bout for undisclosed reasons and replaced by Anthony Birchak."
UFC on ESPN: Whittaker vs. Gastelum,2021-04-17,"A week before the event, Goldy pulled out once again and was replaced by promotional newcomer Lupita Godinez."
UFC on ESPN: Whittaker vs. Gastelum,2021-04-17,"However, Porter was removed from the bout on April 7 due to undisclosed reasons and replaced by former UFC Heavyweight Champion Andrei Arlovski."
UFC on ESPN: Whittaker vs. Till,2020-07-26,"However, Roberts was forced off the card due to injury and replaced by returning veteran Jesse Ronson. *A heavyweight bout between Tom Aspinall and Jake Collier."
UFC on ESPN: Whittaker vs. Till,2020-07-26,"However, Rakhmonov was forced to withdraw due to injury on July 2 and replaced by Niklas Stolze."
UFC on ESPN: Whittaker vs. Till,2020-07-26,He was replaced by promotional newcomer John Castañeda.
UFC on ESPN: Whittaker vs. Till,2020-07-26,"However, he pulled out on July 15 for unknown reasons and was replaced by Tanner Boser."
UFC on ESPN: Woodley vs. Burns,2020-05-30,He was replaced by promotional newcomer Gabriel Green.
UFC on ESPN: dos Anjos vs. Fiziev,2022-07-09,"However, Fremd was pulled from the fight due to injury and replaced by Cody Brundage."
UFC on ESPN: dos Anjos vs. Fiziev,2022-07-09,"However, Alhassan pulled out of the bout and was replaced by Denis Tiuliulin."
UFC on ESPN: dos Anjos vs. Fiziev,2022-07-09,Lingo pulled out during fight week and was replaced by promotional newcomer Garrett Armfield.
UFC on FX: Belfort vs. Rockhold,2013-05-18,"However, Gamburyan was forced to pull out of the bout citing an injury and was replaced by Nik Lentz."
UFC on FX: Belfort vs. Rockhold,2013-05-18,"However, Vinicius was forced out of the bout citing an injury and was replaced by promotional newcomer Iliarde Santos Cezar Ferreira was originally scheduled to face CB Dollaway."
UFC on FX: Belfort vs. Rockhold,2013-05-18,"However, on April 1, it was revealed that Dollaway had to withdraw from the bout due to injury and he was replaced by Chris Camozzi."
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Then on April 7, it was confirmed that Ferreira had pulled out of the fight as well, citing an injury and was replaced by Rafael Natal."
UFC on FX: Belfort vs. Rockhold,2013-05-18,"Costas Philippou had to withdraw from his fight against Ronaldo Souza, after suffering a cut above his eye, and was replaced by Chris Camozzi."
UFC on FX: Belfort vs. Rockhold,2013-05-18,"However, on April 20, it was announced that Benoist had to pull out of the bout due to an injury and was replaced by UFC newcomer Michel Prazeres. "
UFC on FX: Browne vs. Bigfoot,2012-10-05,"Louis Gaudinot was expected to face Darren Uyenoyama at the event; however, Gaudinot was forced out of the bout with an injury and replaced by promotional newcomer Phil Harris."
UFC on FX: Guillard vs. Miller,2012-01-20,"However, after a hand injury, Oliveira pulled out of the bout and was replaced by Fabrício Camões."
UFC on FX: Guillard vs. Miller,2012-01-20,Madadi would later withdraw from the bout due to injury as well and was replaced by promotional newcomer Tommy Hayden.
UFC on FX: Guillard vs. Miller,2012-01-20,"Ken Stone was expected to fight Mike Easton at this event, but was forced from the bout due to injury and replaced by promotional newcomer Jared Papazian."
UFC on FX: Maynard vs. Guida,2012-06-22,"However, Attonito was forced out of the bout with an injury and replaced by Papy Abedi."
UFC on FX: Maynard vs. Guida,2012-06-22,Abedi was also forced out of the fight with an injury and replaced by newcomer Brock Jardine.
UFC on FX: Maynard vs. Guida,2012-06-22,"However, Hettes was forced out of the bout with an injury and replaced by newcomer Joey Gambino."
UFC on FX: Maynard vs. Guida,2012-06-22,"However, Riddle was forced out of the bout with an injury and replaced by Matt Brown."
UFC on FX: Maynard vs. Guida,2012-06-22,"However, Figueroa was forced out of the bout with an injury and replaced by Francisco Rivera."
UFC on FX: Maynard vs. Guida,2012-06-22,"Rivera was injured as well and was replaced by Dustin Pague, who had just fought and won at UFC on FX: Johnson vs."
UFC on Fox: Diaz vs. Miller,2012-05-05,"Miller''''' (also known as '''''UFC on Fox 3''''') was a mixed martial arts event held by the Ultimate Fighting Championship on May 5, 2012 at the IZOD Center in East Rutherford, New Jersey. ==Background== Dennis Hallman was expected to face Tony Ferguson at the event, but Hallman was forced out of the bout with an injury and replaced by Thiago Tavares."
UFC on Fox: Diaz vs. Miller,2012-05-05,Tavares himself was also forced from the bout with an injury and replaced by Michael Johnson.
UFC on Fox: Diaz vs. Miller,2012-05-05,"Darren Uyenoyama was expected to face John Dodson at the event, but Uyenoyama was forced out of the bout and was replaced by promotional newcomer Tim Elliott."
UFC on Fox: Diaz vs. Miller,2012-05-05,"Johnny Bedford was expected to face Nick Denis at the event, but Bedford was forced out of the bout with an injury and replaced by Roland Delorme."
UFC on Fox: Dillashaw vs. Barão 2,2015-07-25,"However, Pettis pulled out of the bout on May 7 due to an elbow injury and was replaced by Edson Barboza."
UFC on Fox: Dillashaw vs. Barão 2,2015-07-25,"In turn, Jury pulled out the bout on June 9 due to an injury and was replaced by Paul Felder."
UFC on Fox: Dillashaw vs. Barão 2,2015-07-25,"However, Koch pulled out of the bout in late June due to an injury and was replaced by promotional newcomer Andrew Holbrook."
UFC on Fox: Dillashaw vs. Barão 2,2015-07-25,"However, Neto pulled out of the bout in early July due to an injury and was replaced by promotional newcomer Dominique Steele. "
UFC on Fox: Emmett vs. Stephens,2018-02-24,"However, on January 13, it was announced that current UFC Middleweight Champion Robert Whittaker pulled out of his title defense against former Strikeforce and UFC Middleweight Champion Luke Rockhold at UFC 221 due to injury and was replaced by Romero."
UFC on Fox: Gustafsson vs. Johnson,2015-01-24,"On December 30, Cabral was pulled from the fight for undisclosed reasons and was replaced by promotional newcomer Anthony Christodoulou."
UFC on Fox: Gustafsson vs. Johnson,2015-01-24,"On January 12, Omer pulled out of the fight with an undisclosed injury and was replaced by promotional newcomer Paul Redmond."
UFC on Fox: Henderson vs. Diaz,2012-12-08,"However, Oliveira was forced out of the bout with a broken hand, and replaced by Marcus LeVesseur."
UFC on Fox: Henderson vs. Diaz,2012-12-08,"However, an injury sidelined Dillashaw, who was forced out of the bout and replaced by Bryan Caraway."
UFC on Fox: Henderson vs. Diaz,2012-12-08,"Then, on November 21, it was announced that Caraway was forced out of the bout with an injury and replaced by Raphael Assunção."
UFC on Fox: Henderson vs. Diaz,2012-12-08,"However, Yagin was forced out of the bout due to a sparring injury that landed him in the hospital with swelling around his brain, and was replaced by Nam Phan."
UFC on Fox: Henderson vs. Diaz,2012-12-08,"However, Cholish was forced out of the bout with a groin injury and replaced by Jeremy Stephens."
UFC on Fox: Holm vs. Shevchenko,2016-07-23,"However, LaFlare was removed from the fight in early June after sustaining an undisclosed injury and was replaced by The Ultimate Fighter: American Top Team vs."
UFC on Fox: Holm vs. Shevchenko,2016-07-23,"However, Martin pulled out on July 6 due to a neck injury and was replaced by promotional newcomer J.C."
UFC on Fox: Johnson vs. Bader,2016-01-30,"However, on December 23, Silva was forced to pull out due to injury and was replaced by Carlos Diego Ferreira."
UFC on Fox: Johnson vs. Bader,2016-01-30,"However, on January 22, Holbrook was pulled out of the fight due to injury and was replaced by Bryan Barberena."
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,"However, McCall was forced out of the bout with an injury and replaced by John Dodson."
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,"However, Varner pulled out of the bout due to injury and was replaced by Bobby Green Kelvin Gastelum was expected to face Court McGee at this event."
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,"However, Gastelum pulled out of the bout, citing an undisclosed injury and was replaced by Ryan LaFlare."
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,"However, Moraga pulled out of the bout with an undisclosed injury and was replaced by promotional newcomer Alp Ozkilic."
UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,"Sources close to the promotion on Saturday, December 7, 2013, told MMAjunkie no replacement was sought to meet Condit on the card, thus removing the fight entirely from the event."
UFC on Fox: Johnson vs. Dodson,2013-01-26,"However, Roberts was forced out of the bout with an illness and was replaced by promotional newcomer Josh Janousek."
UFC on Fox: Johnson vs. Dodson,2013-01-26,"With no time to find a suitable replacement for Kuiper, he was pulled from the event as well."
UFC on Fox: Johnson vs. Dodson,2013-01-26,Magnus Cedenblad was expected to face Rafael Natal at the event but was forced out of the bout with an injury and replaced by promotional newcomer Sean Spencer. 
UFC on Fox: Johnson vs. Moraga,2013-07-27,"However, on May 14, 2013, it was announced Madadi pulled out of the bout citing alleged visa issues and was replaced by Jorge Masvidal."
UFC on Fox: Johnson vs. Moraga,2013-07-27,Miesha Tate was pulled from her scheduled bout with Liz Carmouche to participate as coach on The Ultimate Fighter 18 and was replaced by Jéssica Andrade.
UFC on Fox: Johnson vs. Moraga,2013-07-27,"Tarec Saffiedine was expected to make his promotional debut at this event opposite Robbie Lawler; however, Saffiedine was forced out of the bout with an injury and was replaced by Siyar Bahadurzada."
UFC on Fox: Johnson vs. Moraga,2013-07-27,"On July 11, it was announced that Bahadurzada also pulled out of the bout and was replaced by Bobby Voelker."
UFC on Fox: Johnson vs. Moraga,2013-07-27,"Danny Castillo was expected to face Bobby Green at the event, however, in mid-July, Green pulled out of the bout citing an injury and was replaced by Tim Means."
